 Obs_ID ,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,var_10,var_11,var_12,var_13,var_14,var_15,var_16,var_17,var_18,var_19,var_20,var_21,var_22,var_23,var_24,var_25,var_26,var_27,var_28,var_29,var_30,var_31,var_32,var_33, default 
" 4,543.00 "," 10,867.04 ", 914.74 ," 17,987.67 ", 0.09 , 0.11 , 0.73 , 1.04 , 0.77 , 1.15 , 0.86 , 0.13 , 1.64 , 0.84 ," 3,292.48 ", 4.76 ," 2,066.16 ", 0.07 , 3.27 , 57.96 , 1.78 , 58.52 , 0.34 , 0.00 , -   , 0.03 , 1.65 , 0.94 , 0.73 , 0.72 , 7.61 , 2.32 , 0.61 , 0.00 , -   
" 4,544.00 "," 3,364.68 ", 32.43 ," 3,577.79 ", (0.01), 0.02 , 0.84 , 1.22 , 0.54 , 1.09 , 0.91 , (0.10), 1.15 , 0.79 ," (2,179.25)", 3.12 ," (11,487.16)", 0.03 , 11.18 , 14.06 , 0.99 , 103.65 , 0.29 , 0.00 , 0.04 , 0.36 , 1.64 , 0.04 , 0.20 , 0.21 , (9.49), (12.94), (0.86), 0.01 , -   
" 4,545.00 "," 141,157.49 "," 160,271.28 "," 252,385.37 ", (0.00), 0.06 , 0.59 , 1.41 , 0.41 , 1.37 , 0.60 , 0.09 , 1.15 , 0.51 ," 9,594.12 ", 1.90 ," 11,184.22 ", 0.19 , 5.15 , 7.15 , 1.36 , 135.72 , 0.57 , 0.52 , -   , 0.23 , 0.63 , (0.54), (0.25), (0.25), (3.06), (3.06), (1.70), 0.01 , 1.00 
" 4,546.00 "," 1,759.46 ", 32.43 ," 3,443.49 ", 0.02 , 0.06 , 2.92 , 1.47 , 0.97 , 1.78 , 2.52 , 0.02 , 2.49 , 2.70 ," 1,945.80 ", 0.64 , 279.53 , 0.26 , 30.52 , 62.15 , 1.07 , 111.06 , 0.29 , -   , 0.47 , (2.89), 3.95 , 0.23 , 0.21 , 0.19 , 0.15 , 1.13 , 1.21 , 0.07 , -   
" 4,547.00 "," 88,204.12 "," 21,879.16 "," 73,218.86 ", 0.30 , 0.06 , 0.73 , 1.19 , 0.39 , 1.46 , 1.24 , 0.88 , 1.53 , 1.04 ," 2,158.76 ", 3.18 , 944.15 , 0.14 , 1.07 , 11.09 , 1.19 , -   , -   , -   , 1.01 , -   , 1.93 , 1.41 , 3.00 , 2.24 , 158.50 , 222.87 , 29.90 , 0.00 , -   
" 4,548.00 "," 324,477.54 "," 77,181.78 "," 55,997.96 ", 0.13 , 0.00 , 0.29 , 1.03 , 0.19 , 1.32 , 0.51 , 0.23 , 0.77 , 0.50 , 547.54 , (3.52)," (2,199.72)", 0.13 , 13.25 , 0.55 , 0.24 , 150.39 , 0.39 , 0.52 , -   , 0.18 , 0.20 , 0.22 , 0.45 , 0.44 , 21.10 , 12.20 , 1.49 , 0.06 , -   
" 4,549.00 "," 5,167.09 ", 32.43 ," 11,433.06 ", 0.13 , (0.08), 0.32 , 0.34 , 0.89 , 0.48 , 0.45 , 0.33 , 0.91 , 0.49 ," (8,913.97)", 7.19 ," (18,243.22)", (0.26), 14.89 , 256.30 , 1.34 , 39.61 , 0.40 , 0.05 , -   , (2.32), (0.09), (0.54), (0.25), (0.25), (0.58), (3.31), (0.32), 0.02 , -   
" 4,550.00 "," 41,211.98 "," 9,013.90 "," 57,956.03 ", 0.02 , 0.07 , 0.24 , 0.34 , 0.35 , 0.48 , 0.45 , 0.11 , 1.14 , 0.54 , 953.88 , 0.86 ," (5,705.66)", (0.31), 6.40 , 4.99 , 0.95 , -   , 0.03 , -   , 2.41 , -   , 0.59 , 0.69 , 0.81 , 0.74 , 1.71 , 9.80 , 0.50 , 0.00 , -   
" 4,551.00 "," 25,648.37 "," 1,544.18 "," 7,169.47 ", 0.44 , 0.02 , 0.13 , 0.34 , 0.76 , 0.48 , 0.25 , 0.33 , 0.67 , 0.19 ," (8,913.97)", (10.12)," (18,243.22)", (0.31), 163.52 , 14.66 , 0.40 , 7.22 , 0.57 , 0.00 , -   , 5.38 , 0.17 , (0.54), (0.25), (0.25), 2.38 , 25.50 , 1.09 , 0.04 , -   
" 4,554.00 "," 12,830.24 "," 1,454.94 "," 11,019.80 ", 0.05 , 0.18 , 1.01 , 1.23 , 0.88 , 1.03 , 0.93 , 0.17 , 1.12 , 0.81 ," (8,913.97)", 1.10 ," (18,243.22)", 0.05 , 2.53 , 9.37 , 0.66 , -   , 0.14 , -   , -   , -   , 7.32 , 3.85 , 1.22 , 1.16 , 158.61 , 223.84 , 38.11 , 0.01 , -   
" 4,555.00 "," 382,822.63 "," 44,811.64 "," 300,594.10 ", 0.00 , 0.31 , 1.38 , 1.39 , 0.93 , 1.51 , 1.41 , (0.09), 2.91 , 1.45 ," 61,458.03 ", 2.32 ," 12,161.44 ", 0.33 , 5.40 , 210.09 , 2.12 , -   , -   , -   , -   , (4.38), 41.60 , 91.00 , 94.82 , 101.35 , 8.85 , 19.41 , 2.00 , 0.00 , -   
" 4,556.00 "," 27,913.24 "," 29,641.82 "," 28,220.11 ", (0.04), 0.01 , 2.01 , 4.22 , 0.97 , 4.61 , 2.05 , 0.01 , 6.38 , 2.17 ," 22,139.81 ", 5.07 ," 19,190.95 ", 0.66 , 2.58 , 256.30 , 1.69 , -   , 0.04 , -   , -   , -   , 9.22 , (0.04), 0.15 , 0.15 , (9.49), (20.06), (1.70), 0.00 , -   
" 4,557.00 "," 9,429.12 ", 32.43 ," 12,974.40 ", (0.00), 0.02 , 3.21 , 2.21 , 0.97 , 2.52 , 3.58 , 0.04 , 2.30 , 3.44 ," 2,142.60 ", 1.81 ," 2,263.78 ", 0.52 , 5.68 , 256.30 , 1.56 , -   , 0.01 , 0.05 , (0.54), 0.00 , 0.29 , 0.52 , 1.02 , 1.04 , 2.84 , 1.69 , 0.70 , 0.02 , 1.00 
" 4,558.00 "," 4,787.40 ", 545.04 ," 3,561.66 ", 0.11 , 0.31 , 3.07 , 1.87 , 0.98 , 3.09 , 3.58 , 0.53 , 3.59 , 2.94 ," 4,254.62 ", 4.57 ," 4,060.76 ", 0.64 , 7.63 , 256.30 , 0.90 , -   , -   , -   , -   , 5.38 , 26.20 , 91.00 , 104.50 , 101.35 , 1.88 , 5.92 , 0.35 , -   , -   
" 4,559.00 "," 184,369.77 "," 45,822.39 "," 265,889.99 ", 0.18 , 0.11 , 2.51 , 3.94 , 0.19 , 2.20 , 1.60 , 0.27 , 5.19 , 1.74 ," 22,857.26 ", 8.18 ," 5,940.81 ", 0.15 , 3.81 , 4.49 , 1.85 , -   , 0.02 , 0.52 , 1.77 , 0.01 , 1.02 , 91.00 , 104.50 , 101.35 , 7.97 , 37.97 , 42.30 , 0.00 , -   
" 4,560.00 "," 9,710.10 ", 312.24 ," 8,691.98 ", (0.16), 0.00 , 1.23 , 1.63 , 0.98 , 2.50 , 1.89 , (0.64), 2.52 , 1.63 ," 2,148.83 ", 2.41 ," 6,942.73 ", 0.55 , 2.21 , 34.56 , 1.06 , -   , 0.11 , -   , 0.43 , -   , 0.66 , 0.18 , 0.17 , 0.16 , 1.30 , 8.37 , 0.81 , 0.03 , -   
" 4,562.00 "," 3,330.50 ", 32.43 ," 14,117.27 ", (0.12), 0.02 , 3.21 , 4.22 , 0.98 , 3.43 , 3.58 , (0.31), 2.62 , 3.44 ," 5,940.40 ", 6.98 ," 22,731.45 ", 0.66 , 8.10 , 256.30 , 2.35 , 324.24 , 0.32 , -   , -   , -   , 0.27 , (0.54), (0.25), (0.25), 0.20 , (20.06), (1.70), 0.00 , -   
" 4,563.00 "," 17,371.37 ", 129.15 ," 21,842.74 ", 0.02 , 0.00 , 0.64 , 0.64 , 0.89 , 1.20 , 0.89 , (0.09), 1.65 , 0.55 ," 8,613.68 ", 1.87 ," 5,803.59 ", 0.15 , 15.44 , 30.25 , 0.88 , -   , 0.37 , 0.31 , -   , -   , (0.84), (0.12), (0.25), (0.25), 1.51 , 3.41 , 0.67 , 0.05 , -   
" 4,564.00 "," 72,978.75 "," 48,388.27 "," 23,805.93 ", 0.08 , (0.08), 1.80 , 3.09 , 0.53 , 2.74 , 1.73 , 0.19 , 2.23 , 1.61 ," 18,137.98 ", 1.65 ," 17,116.23 ", 0.36 , 0.93 , 1.92 , 0.55 , -   , -   , 0.01 , -   , -   , (0.84), 0.17 , 0.21 , 0.21 , 1.22 , 4.12 , 0.50 , 0.01 , -   
" 4,565.00 "," 105,920.08 "," 160,271.28 "," 102,438.85 ", 0.16 , 0.10 , 1.34 , 1.77 , 0.45 , 2.31 , 1.80 , 0.50 , 1.08 , 1.62 ," 29,384.14 ", 29.97 ," 53,506.47 ", 0.39 , 23.17 , 18.94 , 1.05 , 125.56 , 0.16 , -   , 0.24 , 0.46 , 3.77 , 0.53 , 0.93 , 0.95 , 26.67 , 37.85 , 0.84 , 0.01 , -   
" 4,566.00 "," 83,037.04 "," 57,005.66 "," 31,551.37 ", 0.17 , (0.00), 1.04 , 1.35 , 0.39 , 1.53 , 1.07 , 0.74 , 6.76 , 0.95 ," 11,705.18 ", (12.59), (473.27), 0.21 , 4.07 , 4.23 , 0.24 , -   , -   , 0.05 , -   , 5.38 , 0.31 , 0.32 , 0.70 , 0.66 , 6.42 , 9.64 , 1.52 , 0.01 , -   
" 4,567.00 "," 6,765.44 ", 562.93 ," 28,129.84 ", 0.42 , 0.03 , 2.89 , 2.27 , 0.98 , 1.82 , 2.44 , 1.13 , 5.14 , 3.41 ," 18,083.10 ", 3.71 ," 9,993.16 ", 0.41 , 0.93 , 152.11 , 2.98 , -   , -   , 0.06 , -   , 5.38 , (0.84), 0.68 , 0.52 , 0.53 , (0.53), (0.68), 0.14 , 0.00 , -   
" 4,568.00 "," 36,211.90 "," 2,541.86 "," 18,088.38 ", 0.42 , (0.06), 0.68 , 0.98 , 0.19 , 0.64 , 0.48 , 1.65 , 1.07 , 0.63 ," 1,263.18 ", 1.72 ," (7,301.44)", (0.31), 55.73 , 0.68 , 0.84 , -   , 0.26 , 0.34 , -   , 0.07 , (0.84), 0.12 , 0.21 , 0.20 , (0.02), (0.74), 0.47 , 0.04 , -   
" 4,569.00 "," 207,275.41 "," 50,841.83 "," 190,626.81 ", (0.03), 0.11 , 0.73 , 0.70 , 0.54 , 0.86 , 0.85 , (0.26), 0.75 , 0.72 ," 1,133.72 ", 1.56 , (605.20), 0.05 , 8.05 , 9.48 , 0.87 , -   , 0.57 , 0.17 , 1.69 , (0.33), 14.03 , 0.76 , 0.70 , 0.70 , 4.49 , 5.11 , 0.67 , 0.07 , -   
" 4,571.00 "," 26,872.79 "," 43,861.28 "," 42,175.46 ", 0.66 , 0.15 , 1.19 , 1.26 , 0.64 , 1.65 , 1.35 , 1.65 , 2.51 , 1.36 ," 13,738.56 ", 4.09 ," 12,171.20 ", 0.23 , 3.19 , 6.66 , 1.17 , -   , -   , -   , -   , -   , 36.26 , 3.05 , 1.44 , 1.51 , 36.87 , 111.70 , 0.73 , 0.00 , -   
" 4,572.00 "," 33,743.81 "," 12,174.39 "," 30,320.07 ", 0.12 , 0.02 , 1.12 , 1.08 , 0.94 , 1.06 , 1.30 , 0.02 , 1.15 , 1.47 ," 12,498.38 ", 12.18 ," 8,247.48 ", 0.25 , 23.24 , 256.30 , 0.69 , 40.99 , 0.09 , -   , 0.03 , -   , 0.24 , (0.11), 0.01 , (0.06), (9.49), (20.06), (1.70), 0.01 , -   
" 4,573.00 "," 62,747.60 "," 15,175.98 "," 68,300.55 ", 0.18 , 0.11 , 1.45 , 2.06 , 0.78 , 3.78 , 1.99 , 0.52 , 3.25 , 1.86 ," 40,759.04 ", 4.43 ," 39,546.86 ", 0.51 , 1.22 , 9.87 , 1.26 , 22.63 , 0.09 , 0.22 , 2.62 , 1.49 , 4.64 , 12.57 , 7.99 , 7.61 , 0.33 , 2.47 , (0.01), 0.03 , -   
" 4,574.00 "," 24,765.34 "," 9,543.39 "," 12,239.76 ", 0.14 , 0.12 , 1.48 , 1.09 , 0.57 , 1.47 , 1.65 , 0.23 , 1.99 , 1.67 ," 1,570.53 ", (7.28)," (9,596.22)", 0.22 , 18.89 , 2.85 , 0.60 , -   , 0.03 , -   , -   , -   , 8.57 , 4.85 , 7.97 , 7.99 , 6.00 , 27.87 , 29.25 , 0.03 , -   
" 4,576.00 "," 10,167.89 "," 6,941.46 "," 2,407.16 ", (0.02), 0.02 , 0.77 , 0.86 , 0.48 , 1.12 , 0.86 , 0.05 , 1.33 , 1.10 , 121.78 , (22.90)," (11,845.43)", (0.03), 28.60 , 12.18 , 0.60 , -   , 0.07 , -   , 0.64 , -   , 0.53 , 0.46 , 0.40 , 0.39 , (9.49), (20.06), 0.04 , 0.05 , -   
" 4,577.00 "," 24,044.47 "," 4,460.99 "," 26,318.12 ", 0.01 , 0.06 , 1.24 , 2.45 , 0.92 , 4.61 , 2.58 , 0.00 , 7.01 , 1.70 ," 42,660.18 ", (1.78)," 48,183.21 ", 0.66 , 6.87 , 10.96 , 1.15 , 118.60 , -   , 0.11 , -   , -   , 1.39 , 4.96 , 3.40 , 3.56 , 2.36 , 19.35 , 2.99 , 0.02 , -   
" 4,578.00 "," 145,225.56 "," 19,990.56 "," 154,336.27 ", 0.09 , (0.06), 0.54 , 0.79 , 0.74 , 0.82 , 0.78 , 0.09 , 0.85 , 0.71 ," 3,185.33 ", 4.98 ," 3,789.01 ", 0.03 , 62.21 , 6.14 , 1.18 , -   , 0.14 , 0.01 , (0.54), (0.21), (0.17), (0.54), (0.25), (0.25), (0.42), (3.46), (0.10), 0.03 , -   
" 4,579.00 "," 174,848.91 "," 28,553.51 "," 100,773.00 ", 0.06 , 0.08 , 0.55 , 0.85 , 0.87 , 1.05 , 0.72 , 0.03 , 1.79 , 0.59 ," 12,430.66 ", (8.59)," 1,904.59 ", 0.14 , 12.85 , 20.48 , 1.02 , -   , 0.29 , 0.01 , -   , -   , 0.90 , 0.23 , 0.29 , 0.29 , 1.28 , 3.22 , 0.10 , 0.01 , -   
" 4,580.00 "," 105,839.88 "," 151,485.06 "," 168,420.67 ", 0.53 , 0.16 , 1.38 , 1.69 , 0.98 , 3.03 , 1.78 , 1.65 , 2.67 , 1.70 ," 61,458.03 ", 5.68 ," 44,389.59 ", 0.66 , 12.84 , 256.30 , 1.19 , 32.41 , 0.35 , -   , 9.27 , 5.38 , 41.60 , 1.35 , 0.64 , 0.61 , (0.43), (7.95), (1.70), 0.02 , -   
" 4,581.00 "," 384,939.62 "," 97,271.14 "," 250,174.41 ", 0.13 , 0.08 , 0.84 , 0.83 , 0.43 , 0.84 , 1.04 , 0.00 , 0.80 , 0.86 ," 35,547.40 ", 1.80 ," 24,676.45 ", (0.08), 53.13 , 14.26 , 0.24 , -   , 0.06 , 0.11 , -   , 0.96 , 0.82 , 6.43 , 6.23 , 4.41 , 0.46 , 8.07 , 2.43 , 0.02 , -   
" 4,584.00 "," 15,925.61 "," 1,154.93 "," 37,755.05 ", 0.07 , 0.01 , 1.10 , 1.63 , 0.97 , 2.05 , 1.47 , 0.01 , 4.77 , 1.42 ," 28,419.29 ", 4.39 ," 7,776.65 ", 0.51 , 3.42 , 190.31 , 2.01 , 34.40 , 0.12 , -   , (0.30), 0.18 , 0.66 , 0.06 , 0.24 , 0.24 , 1.64 , 1.86 , 0.56 , 0.01 , -   
" 4,585.00 "," 285,417.76 "," 24,022.20 "," 88,450.16 ", 1.01 , 0.00 , 0.28 , 0.35 , 0.38 , 0.48 , 0.43 , 1.59 , 1.08 , 0.38 ," 12,177.62 ", (7.31)," 9,361.48 ", (0.14), 85.42 , 0.87 , 0.42 , -   , 0.25 , 0.45 , 1.48 , 0.06 , 0.83 , 0.33 , 1.03 , 0.95 , 158.61 , 223.84 , 44.51 , 0.04 , -   
" 4,587.00 "," 185,821.11 "," 4,379.20 "," 59,820.07 ", 0.11 , 0.01 , 0.13 , 0.34 , 0.19 , 0.48 , 0.25 , 0.27 , 0.67 , 0.19 ," (8,913.97)", (0.03)," (18,243.22)", (0.31), 18.58 , 0.55 , 0.25 , -   , 0.37 , -   , 1.95 , 1.71 , 0.04 , 0.18 , 0.33 , 0.34 , 5.98 , 109.36 , 1.17 , 0.01 , -   
" 4,588.00 "," 16,927.11 "," 1,521.08 "," 27,986.45 ", (0.15), 0.01 , 0.62 , 0.55 , 0.66 , 0.48 , 0.49 , (0.53), 1.34 , 0.62 ," 3,083.36 ", (0.75)," (6,810.54)", (0.31), 33.50 , 24.33 , 0.82 , -   , 0.15 , -   , -   , -   , 0.35 , 0.10 , 0.07 , 0.08 , (0.02), (1.06), (0.80), 0.01 , -   
" 4,589.00 "," 142,209.37 "," 160,271.28 "," 100,784.23 ", (0.38), (0.08), 1.32 , 1.56 , 0.19 , 1.98 , 1.51 , (0.64), 2.03 , 1.54 ," 1,119.56 ", (13.59), 130.08 , 0.28 , 19.27 , 0.55 , 1.00 , 60.20 , 0.43 , 0.21 , -   , -   , (0.84), (0.54), (0.25), (0.25), (9.49), (20.06), (1.70), 0.03 , -   
" 4,590.00 "," 28,688.79 "," 16,608.56 "," 10,133.61 ", 0.35 , 0.09 , 1.06 , 1.48 , 0.39 , 1.50 , 1.17 , 1.52 , 1.77 , 1.05 ," 4,142.19 ", (22.90)," 4,317.46 ", 0.18 , 12.28 , 1.38 , 0.24 , 97.52 , 0.37 , 0.03 , 0.45 , 0.97 , 3.92 , 2.64 , 1.28 , 1.49 , 48.96 , 85.61 , 3.65 , 0.03 , -   
" 4,591.00 "," 47,364.83 "," 4,128.47 "," 63,155.41 ", (0.02), 0.06 , 0.67 , 1.10 , 0.73 , 1.48 , 0.86 , (0.06), 2.71 , 0.91 ," 28,327.62 ", 0.17 ," 5,252.79 ", 0.23 , 1.85 , 5.45 , 1.17 , -   , 0.33 , 0.01 , -   , -   , 2.76 , 0.63 , 3.88 , 4.22 , 3.54 , 14.05 , 3.35 , 0.01 , -   
" 4,593.00 "," 15,658.93 ", 408.02 ," 132,902.09 ", (0.01), 0.06 , 0.18 , 0.62 , 0.72 , 0.70 , 0.45 , (0.04), 1.23 , 0.27 ," 7,570.98 ", 3.96 ," 1,263.56 ", (0.09), 29.61 , 117.20 , 3.08 , -   , 0.07 , -   , (0.07), (2.29), 3.16 , 0.28 , 0.29 , 0.28 , 9.33 , 12.26 , 2.65 , 0.00 , -   
" 4,594.00 "," 384,661.77 "," 160,271.28 "," 300,594.10 ", (0.23), 0.04 , 0.46 , 0.57 , 0.53 , 0.55 , 0.45 , (0.64), 1.06 , 0.69 ," 6,091.58 ", 23.29 , 692.28 , (0.03), 18.50 , 41.02 , 0.88 , 68.07 , 0.57 , 0.00 , 2.78 , -   , 0.95 , (0.54), (0.25), (0.25), (9.49), (6.47), (1.70), 0.00 , -   
" 4,596.00 "," 6,264.81 ", 32.43 ," 35,320.59 ", 1.10 , 0.02 , 0.66 , 0.84 , 0.82 , 1.05 , 0.89 , 1.65 , 0.84 , 0.81 ," (8,913.97)", (5.89)," (13,177.51)", 0.13 , 3.90 , 111.37 , 1.67 , -   , 0.03 , -   , (0.04), 2.11 , 2.35 , 0.15 , 0.23 , 0.22 , 34.14 , 86.34 , 19.02 , 0.00 , -   
" 4,597.00 "," 43,782.05 "," 23,916.58 "," 36,228.42 ", 0.12 , 0.12 , 0.76 , 1.25 , 0.81 , 1.38 , 0.93 , 0.36 , 1.44 , 0.82 ," 10,101.71 ", 7.20 ," 12,510.57 ", 0.35 , 10.04 , 39.10 , 1.29 , -   , 0.18 , 0.14 , 0.16 , 5.38 , 0.20 , 5.57 , 1.09 , 1.10 , 5.38 , 18.17 , 2.66 , 0.04 , -   
" 4,598.00 "," 21,072.06 "," 1,408.68 "," 16,061.61 ", (0.14), 0.01 , 1.41 , 1.86 , 0.98 , 1.52 , 1.37 , (0.53), 2.02 , 1.58 ," 25,103.58 ", 4.83 ," 10,612.00 ", 0.33 , 3.96 , 148.07 , 1.02 , -   , 0.22 , -   , (0.54), (1.29), 1.29 , 0.39 , 1.08 , 1.05 , 1.61 , 3.64 , 0.67 , -   , -   
" 4,599.00 "," 21,683.44 "," 1,218.17 "," 6,342.08 ", 0.08 , 0.01 , 0.29 , 0.84 , 0.88 , 0.91 , 0.49 , 0.20 , 1.32 , 0.48 , (205.22), (0.05)," (3,333.65)", (0.01), 6.20 , 7.37 , 0.24 , -   , 0.10 , -   , 0.24 , -   , (0.14), 0.39 , 0.98 , 1.04 , (0.48), 2.77 , 0.41 , 0.02 , -   
" 4,600.00 "," 70,403.34 "," 38,779.23 "," 78,830.06 ", 0.17 , 0.12 , 1.10 , 1.75 , 0.88 , 2.19 , 1.66 , 0.47 , 2.73 , 1.53 ," 26,346.16 ", 1.69 ," 11,638.13 ", 0.51 , 5.72 , 38.75 , 1.18 , -   , -   , -   , 0.91 , -   , 5.91 , 8.69 , 8.17 , 7.93 , 1.24 , (0.17), 1.60 , 0.02 , -   
" 4,601.00 "," 43,560.38 "," 5,067.63 "," 21,146.39 ", 0.11 , (0.02), 0.92 , 0.73 , 0.67 , 1.00 , 0.89 , 0.36 , 1.70 , 0.86 ," 3,991.59 ", 1.09 ," 1,047.49 ", (0.05), 25.00 , 17.50 , 0.74 , -   , 0.09 , -   , (0.29), -   , 0.97 , 0.10 , 0.05 , 0.09 , 1.49 , (0.72), 0.84 , 0.07 , -   
" 4,602.00 "," 384,939.62 "," 101,131.65 "," 213,674.80 ", (0.19), 0.05 , 0.57 , 0.34 , 0.20 , 0.75 , 1.02 , (0.44), 0.67 , 0.72 ," 5,590.76 ", 33.50 ," 16,971.51 ", (0.31), 131.21 , 0.55 , 0.70 , 37.52 , 0.57 , 0.52 , 6.62 , 0.07 , 1.20 , 0.10 , (0.25), (0.25), 1.30 , 13.81 , 0.38 , 0.01 , -   
" 4,603.00 "," 14,410.92 "," 3,296.18 "," 11,102.13 ", 0.09 , 0.08 , 1.36 , 1.22 , 0.88 , 1.69 , 1.91 , 0.15 , 3.45 , 1.77 ," 11,237.12 ", (22.90)," 6,418.19 ", 0.38 , 6.08 , 1.32 , 0.83 , 41.53 , 0.28 , 0.15 , 0.20 , -   , 0.42 , 0.26 , 0.23 , 0.22 , 1.93 , 3.41 , 1.44 , 0.07 , -   
" 4,605.00 "," 84,295.44 "," 17,884.95 "," 167,929.92 ", (0.08), 0.03 , 0.75 , 1.03 , 0.98 , 1.25 , 0.94 , (0.26), 1.65 , 0.85 ," 12,179.89 ", 3.62 ," 9,820.78 ", 0.23 , 4.95 , 33.53 , 1.23 , 12.43 , 0.45 , -   , -   , -   , 1.34 , (0.04), 0.09 , 0.10 , 0.45 , 5.14 , 0.09 , 0.03 , -   
" 4,606.00 "," 34,925.89 "," 11,340.24 "," 69,375.62 ", 0.01 , 0.03 , 2.11 , 1.49 , 0.80 , 1.65 , 2.67 , 0.01 , 1.86 , 2.63 ," 5,073.14 ", 3.76 ," 4,902.13 ", 0.39 , 20.71 , 21.73 , 1.04 , -   , 0.07 , 0.24 , -   , 0.31 , (0.84), 0.18 , 0.38 , 0.36 , (6.92), (3.75), 0.13 , 0.00 , -   
" 4,607.00 "," 54,270.19 "," 16,917.49 "," 10,136.13 ", (0.23), 0.02 , 1.21 , 1.23 , 0.67 , 1.66 , 1.32 , (0.64), 2.00 , 1.02 ," 11,236.51 ", (17.02)," 15,869.92 ", 0.32 , 4.99 , 2.67 , 0.24 , 22.39 , 0.57 , 0.23 , (0.27), (1.65), (0.24), (0.54), (0.25), (0.25), 1.01 , 3.88 , (0.26), 0.07 , -   
" 4,608.00 "," 4,627.75 ", 32.43 ," 2,511.44 ", 0.13 , 0.01 , 0.66 , 1.72 , 0.85 , 1.63 , 0.81 , 0.39 , 2.21 , 0.77 ," 5,679.80 ", 0.53 ," 3,936.62 ", 0.23 , 5.70 , 11.11 , 1.09 , -   , 0.26 , -   , (0.54), (0.04), 0.59 , 0.35 , 0.45 , 0.44 , 40.86 , 52.62 , 2.38 , 0.00 , -   
" 4,609.00 "," 84,490.80 "," 10,948.60 "," 50,599.28 ", (0.01), 0.00 , 0.63 , 1.24 , 0.41 , 0.86 , 0.39 , (0.15), 1.88 , 0.48 ," 36,128.56 ", 4.93 ," 8,809.75 ", (0.07), 11.42 , 0.78 , 0.24 , 24.83 , -   , -   , -   , (1.20), 0.45 , 0.64 , 1.60 , 1.59 , 7.93 , 3.20 , 1.47 , 0.03 , -   
" 4,610.00 "," 84,295.44 "," 15,517.12 "," 89,425.14 ", 0.08 , 0.04 , 0.50 , 0.45 , 0.36 , 0.48 , 0.53 , 0.04 , 1.24 , 0.47 ," (1,596.07)", (10.73)," (17,907.99)", (0.31), 53.36 , 8.70 , 1.06 , -   , 0.25 , -   , 0.46 , 1.07 , 0.77 , 0.17 , 0.25 , 0.24 , (0.42), 4.52 , 0.38 , 0.03 , -   
" 4,611.00 "," 27,071.42 "," 9,019.76 "," 48,576.35 ", (0.30), 0.06 , 1.61 , 2.10 , 0.82 , 2.07 , 1.67 , (0.64), 1.89 , 1.54 ," 5,236.45 ", 4.90 ," 11,135.02 ", 0.49 , 3.33 , 5.57 , 1.57 , -   , 0.14 , -   , -   , (4.38), 0.80 , 0.16 , 0.22 , 0.24 , (1.92), (20.06), (1.70), 0.01 , -   
" 4,612.00 "," 51,415.47 "," 83,564.45 "," 75,366.58 ", 0.23 , 0.08 , 1.84 , 2.64 , 0.94 , 2.18 , 1.52 , 0.84 , 1.64 , 1.61 ," 6,714.50 ", 2.24 ," 16,339.21 ", 0.66 , 1.22 , 256.30 , 1.04 , -   , -   , -   , (0.54), -   , 10.79 , 76.62 , 25.43 , 25.53 , 2.73 , 1.00 , 0.61 , 0.02 , -   
" 4,613.00 "," 3,378.82 "," 5,073.41 "," 10,474.00 ", 0.32 , 0.09 , 0.77 , 1.14 , 0.98 , 1.37 , 1.20 , 0.86 , 2.37 , 1.15 ," 5,103.72 ", 1.21 ," 3,483.52 ", 0.40 , 21.06 , 256.30 , 2.10 , 83.98 , 0.35 , -   , -   , -   , 4.64 , (0.23), (0.25), (0.25), (0.33), (1.14), 0.03 , 0.03 , -   
" 4,614.00 "," 108,061.41 "," 9,419.88 "," 72,935.29 ", (0.30), 0.16 , 1.34 , 0.71 , 0.98 , 1.39 , 3.56 , (0.64), 1.09 , 2.52 ," 13,975.23 ", 13.65 ," 37,150.18 ", 0.28 , 2.98 , 58.78 , 1.20 , 79.46 , 0.37 , -   , 1.75 , (2.07), 3.00 , 6.40 , 0.94 , 0.94 , 6.55 , 20.91 , 0.50 , 0.00 , -   
" 4,615.00 "," 165,661.37 "," 150,025.50 "," 53,911.70 ", (0.00), 0.08 , 1.09 , 1.58 , 0.73 , 1.43 , 0.99 , 0.05 , 2.60 , 0.95 ," 12,554.10 ", (1.20)," 4,209.84 ", 0.18 , 1.75 , 27.39 , 0.85 , -   , -   , -   , 1.44 , 0.80 , 10.56 , 90.87 , 104.50 , 97.25 , 0.85 , 5.64 , 0.85 , -   , -   
" 4,617.00 "," 24,016.28 "," 38,254.04 "," 21,623.48 ", (0.00), 0.08 , 3.21 , 4.22 , 0.74 , 3.14 , 3.58 , 0.18 , 3.49 , 3.44 ," 16,495.33 ", 4.57 ," 17,005.65 ", 0.46 , 0.93 , 11.06 , 0.86 , -   , -   , -   , 5.06 , (4.38), 0.27 , 12.27 , 12.85 , 12.54 , 3.99 , 14.43 , 0.55 , 0.00 , -   
